Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
checked,2,206,,,,,,,US 11977387 B2,5/7/2024,70052224,25,Queueing into pickup and drop-off locations,B60W60/00253;G06Q50/40;G01C21/3407;G08G1/202;G08G1/205,H04W4/12;B60W2554/406;H04W4/40;H04W4/02;B60W2554/4041,Dyer; John Wesley et al.,Waymo LLC,18/074737,12/5/2022,Antonucci; Anne Marie,Vorce; Amelia,1-Jan,,Waymo LLC,,,6.1409836,
checked,,207,,,,,,,US 11975633 B1,5/7/2024,70056353,25,Moving seats in a vehicle to enhance occupant protection,B60N2/4207;B60N2/14;B60N2/4228;G05D1/021;B60N2/42736;B60N2/42709;B60N2/427;B60N2/0276;B60N2/06,,Larner; Daniel Lynn et al.,Waymo LLC,17/982582,11/8/2022,Sweeney; Brian P,,1-Jan,,Waymo LLC,,,6.377531,
checked,1,208,,,,,,,US 11976944 B2,5/7/2024,71073521,17,Integrated cooling solution for spinning sensors,G01D11/245;G01D11/24;G01D21/00,G01S7/4813;G01S17/931,Ellgas; Simon et al.,Waymo LLC,17/949606,9/21/2022,McAllister; Steven B,Brawner; Charles R,1-Jan,,Waymo LLC,,,6.34929,
checked,,209,,,,,,,US 11977167 B2,5/7/2024,76221003,37,Efficient algorithm for projecting world points to a rolling shutter image,G01S17/931;G01S7/4817;H04N23/689;G01S17/89;G01S17/86,G01S7/51,Zhao; Sheng et al.,Waymo LLC,17/105141,11/25/2020,Patel; Manglesh M,,1-Jan,,Waymo LLC,,,6.345049,
checked,,210,,,,,,,US 11977382 B2,5/7/2024,80113753,24,Ranking agents near autonomous vehicles by mutual importance,G05D1/81;G06N3/08;G05D1/227;B60W60/00276;G05D1/0214;G05D1/617;G05D1/0088;G06N3/006;B60W40/04,G06N3/045,Ding; Kai et al.,Waymo LLC,18/197561,5/15/2023,Lonsberry; Hunter B,Reda; Matthew J.,1-Jan,,Waymo LLC,,,6.1476135,
checked,,211,,,,,,,US 11977165 B2,5/7/2024,80114919,29,Self-reflection filtering,G01S17/931;G05D1/0088;G01S17/894;G01S17/89;G05D1/81,G01S7/497,Chen; Mingcheng et al.,Waymo LLC,16/989434,8/10/2020,Gort; Elaine,Ramirez; Ellis B.,1-Jan,,Waymo LLC,,,6.3384104,
checked,,212,,,,,,,US 11975674 B2,5/7/2024,86767189,25,Airbag systems for autonomous vehicles,B60R21/233;B60R21/239;B60R21/261;B60R21/207,B60R2021/23153;B60R2021/2615;B60R2021/23324;B60R2021/23308;B60R2021/23169,Macey; Stuart et al.,Waymo LLC,17/850290,6/27/2022,Freedman; Laura,,1-Jan,,Waymo LLC,,,6.1053915,
checked,2,213,,,,,,,US 20240149906 A1,5/9/2024,80248225,16,AGENT TRAJECTORY PREDICTION USING TARGET LOCATIONS,G06Q10/047;B60W30/0956;G01S17/931;B60W30/10;G06N3/08;G06V10/62;G06N3/02;B60W40/04;G06V20/56;G06V10/82;B60W60/0027;B60W60/001,B60W2552/53;B60W2420/403;B60W2556/40;G06N3/045;B60W2554/4029;B60W2554/4049;B60W2554/4026,Zhao; Hang et al.,,17/387852,7/28/2021,,,1-Jan,,Waymo LLC,,,6.7071953,
checked,,214,,,,,,,US 11983015 B2,5/14/2024,58738759,16,Methods and systems for transportation to destinations by a self-driving vehicle,B60W30/182;B60W30/06;G01C21/3446;G05D1/248;B60W60/0059;G01C21/3423;B60W40/08;B60W50/14;G05D1/0278;B60W50/082;G05D1/247;B60W60/0053;G05D1/0272;G01C21/3461;G05D1/644;G05D1/0255,B60W2050/146;B60W2540/21;B60W2756/10;B60W2420/408;B60W2540/26;B60W2420/403;B60W2556/35;B60W2554/80;B60W2540/24;B60W2040/0818;B60W2556/00,Templeton; Bradley,Waymo LLC,17/463418,8/31/2021,Cass; Jean Paul,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,215,,,,,,,US 11983972 B1,5/14/2024,60451572,20,Simulating virtual objects,G07C5/0841;G05D1/0088;G06F30/20,,Nygaard; Carl et al.,Waymo LLC,17/159271,1/27/2021,Cass; Jean Paul,,1-Jan,,Waymo LLC,,,6.0433435,
checked,,216,,,,,,,US 11981376 B2,5/14/2024,68695057,32,Systems and methods for automatic air and electrical connections on autonomous cargo vehicles,B60S9/02;G05D1/0225;G05D1/0246;B60D1/62;B62D53/125;B60D1/015;B62D53/0842;B62D53/0807,B62D53/06,Grossman; William,Waymo LLC,18/130179,4/3/2023,Boomer; Jeffrey C,,1-Jan,,WAYMO LLC,,,6.34929,
checked,2,217,,,,,,,US 20240157872 A1,5/16/2024,80626204,21,EXTERNAL FACING COMMUNICATIONS FOR AUTONOMOUS VEHICLES,B60Q1/507;B60Q1/508;G07B13/045;G06Q50/40;B60Q1/549;B60Q1/5037;B60Q1/54;F21S10/06;B60Q1/547;B60Q1/2603;B60Q1/543;F21S10/02;B60Q1/5035;B60Q1/545;G06Q10/02,H05B47/105;B60Q1/2611;H05B47/11,Moon; Maria et al.,,18/494254,10/25/2023,,,1-Jan,,WAYMO LLC,,,6.6710043,
checked,,218,,,,,,,US 20240161398 A1,5/16/2024,91028363,16,LATE-TO-EARLY TEMPORAL FUSION FOR POINT CLOUDS,G06V20/56;G06V10/44;G06T7/20;G01S17/89;G01S7/4802;G06V10/806;G06V20/64;G06T17/00;G06V10/82;G06T7/194;G01S17/931,G06V2201/07;G06T2207/20084;G06T2207/20081;G06T2207/30241;G06T2207/10028,He; Tong et al.,,18/511566,11/16/2023,,,1-Jan,,Waymo LLC,,,6.567111,
checked,,219,,,,,,,US 20240157979 A1,5/16/2024,91029451,16,TRAJECTORY PREDICTION USING DIFFUSION MODELS,B60W50/0097;B60W50/06;B60W60/00276,B60W2552/20;B60W2556/10;B60W2554/4044,Jiang; Chiyu et al.,,18/511710,11/16/2023,,,1-Jan,,Waymo LLC,,,6.742713,
checked,1,220,,,,,,,US 11989116 B1,5/21/2024,72664066,23,Collision evaluation for log-based simulations,G06F11/3684;G06F11/3698;G06F11/3696;G06F11/3688,G06F11/3476,Nygaard; Carl et al.,Waymo LLC,17/834389,6/7/2022,Chowdhury; Ziaul A,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,221,,,,,,,US 11989666 B1,5/21/2024,75846033,22,Predicting trajectory intersection by another road user,G05D1/0088;B60W30/0953;B60W30/0956;G06N5/04;B60W60/00272;G06N20/00,B60W2556/40;B60W2554/801,Gutmann; Jens-Steffen Ralf et al.,Waymo LLC,18/187005,3/21/2023,Schnee; Hal,,1-Jan,,Waymo LLC,,,6.0433435,
checked,,222,,,,,,,US 11988746 B2,5/21/2024,82119812,22,Multi-axis velocity and rangefinder optical measurement device,G01S17/06;G01S7/4816;G01S17/08;G01S7/4912;G01S7/4814;G01S17/58;G01S7/4911,,Remesch; Bryce et al.,Waymo LLC,17/247835,12/24/2020,Hulka; James R,,1-Jan,,Waymo LLC,,,6.345049,
checked,,223,,,,,,,US 11987237 B2,5/21/2024,84358862,28,Systems and methods to determine a lane change strategy at a merge region,B60W60/0053;B60W30/09;G05B13/0265;B60W30/18163;B60W60/001;G08G1/167,B60W2530/201;B60W2552/05;B60W2520/06;B60W2552/15;B60W2555/20;B60W2554/20;B60W2554/4041;B60W2520/105;B60W2520/10;B60W2552/10;B60W2552/20;B60W2554/4042,Abad; Pablo et al.,Waymo LLC,17/645231,12/20/2021,Shudy; Angelina,,1-Jan,,Waymo LLC,,,6.1476135,
checked,,224,,,,,,,US 11989795 B1,5/21/2024,91081824,26,Partner trip application programming interface,G06Q10/02;G06Q10/06315;G06Q50/40;B60W60/00253,B60W2556/45;G06Q30/04;B60W60/00256,Fedorynski; Pawel et al.,Waymo LLC,17/352456,6/21/2021,Simpson; Dione N.,,1-Jan,,Waymo LLC,,,6.2422533,
checked,,225,,,,,,,US 11994802 B2,5/28/2024,70459550,27,Systems and methods that utilize angled photolithography for manufacturing light guide elements,G03F7/0005;G03F7/26;G03F7/7015;G03F7/201;G03F7/2008;G03F7/2014,G02B2006/12176;G02B6/4214;G02B5/0891,Dunphy; James et al.,Waymo LLC,17/464185,9/1/2021,Angebranndt; Martin J,,1-Jan,,Waymo LLC,,,6.286212,
checked,1,226,,,,,,,US 11996677 B2,5/28/2024,76545669,18,Laser pulser circuit with tunable transmit power,H05B45/32;G01S17/14;H01S5/042;H05B45/18;H05B45/3725;G01S7/497;H01S5/0428;H03K3/53;H03K3/017;G01S17/10;G01S7/484;H01S5/06804,Y02B20/30,Jones; Joshua et al.,Waymo LLC,17/137331,12/29/2020,Niu; Xinning(Tom),Fordé; Delma R,1-Jan,,Waymo LLC,,,6.445203,
checked,1,227,,,,,,,US 11993288 B2,5/28/2024,84981977,32,Automated cut-in identification and classification,G08G1/0129;G05B13/0265;B60W60/0027;G08G1/166;B60W50/0098;G06V20/58;G08G1/167;G08G1/0133,B60W2554/801;B60W2720/10;B60W2554/802;B60W2554/4046;B60W2554/4043;B60W2554/4045;B60W2520/12;B60W2520/10;B60W2554/4042;B60W2050/0031;B60W2710/18;B60W2720/12,Abad; Pablo et al.,Waymo LLC,17/565232,12/29/2021,Chace; Christian,Gilbertson; Shayne M.,1-Jan,,Waymo LLC,,,6.0433435,
checked,,228,,,,,,,US 12001217 B1,6/4/2024,55359929,25,Detecting sensor degradation by actively controlling an autonomous vehicle,B60W60/00186;G05D1/0257;G05D1/0246;G01S17/86;G05D1/024;B60W30/12;B60W30/14;G01C21/28;G05D1/0274;G01S7/497;G01S13/58;B60W10/06;G01S7/4972;B60K31/0008;G05D1/0251;G05D1/0088;G05D1/00;B60W10/18;G01S17/66;G01S7/4004;G01S7/52004;B60W50/0205;B60W10/20;B60W50/029;G01S13/931;G01S17/87;B60W60/0053;G05D1/0255;B60W60/0059,B60W2554/80;G01S7/4039;B60W2554/20;G01S2007/4975;B60W2050/0215;B60W2554/801;B60W2050/146;B60W2420/408;B60W2554/4026;B60W2720/10;B60W2554/4041;B60W2420/403;B60W2554/4029;B60W2720/24;B60W2556/20;B60W2554/00,Ferguson; David I. et al.,Waymo LLC,17/717290,4/11/2022,Ingram; Thomas,,1-Jan,,Waymo LLC,,,6.1409836,
checked,1,229,,,,,,,US 12002367 B2,6/4/2024,56100607,24,Fallback requests for autonomous vehicles,B60W60/00253;G06F9/46;G08G1/202;G05D1/0297;G08G1/00;G06F9/4881;G05D1/223;G05D1/227;G05D1/0088;G06F9/546;B60W50/029,B60W2050/0005;B60W2530/209;B60W2556/45;B60W2050/0006,Herbach; Joshua Seth et al.,Waymo LLC,17/666808,2/8/2022,Rampuria; Satish,,1-Jan,,WAYMO LLC,,,6.2980375,
checked,,230,,,,,,,US 11999269 B2,6/4/2024,60325430,48,Second row priority seating for vehicles,B60N2/91;B60N3/06;B60N2/3065;B60N2/005;B60N2/206;B60N2/874;B60R7/04;B60N2/3011;B60N2/2222;B60N2/01,B60R2011/0007,Ahn; YooJung et al.,Waymo LLC,17/245352,4/30/2021,Lyjak; Lori,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,231,,,,,,,US 12003894 B1,6/4/2024,91325481,22,"Systems, methods, and apparatus for event detection",H04N7/188;H04N23/61;H04N23/695;H04N23/54,H04N23/651;G06V20/58,Cardei; Vlad Constantin et al.,Waymo LLC,17/136940,12/29/2020,Messmore; Jonathan R,,1-Jan,,Waymo LLC,,,6.1551714,
checked,,232,,,,,,,US 20240184017 A1,6/6/2024,91280598,38,Anti-Reflection Coated Lens for Fast Axis Collimation,G01S17/931;G02B27/024;G01S7/4815;G02B1/11;G01S13/89;G01S17/89;G02B27/30,G01S13/931;G01S13/867;G01S13/865,Tu; Thanh et al.,,18/062085,12/6/2022,,,1-Jan,,Waymo LLC,,,6.617518,
checked,1,233,,,,,,,US 12005891 B2,6/11/2024,66734751,17,Early object detection for unprotected turns,B60W30/09;G05D1/43;G05D1/021;B60W30/18163;G08G1/00;B60W30/18009;B60W30/18145;B60W30/0956;B60W60/0015;B60W30/18159;G05D1/0088;G05D1/81,G08G1/166;B62D15/02;G05D1/00;G05D1/0214;B62D15/025;A01B69/00;G05D1/02;G08G1/167;G01S17/93;B60W30/12;G05D1/617;B60W2420/403;B60W2420/408,Luders; Brandon Douglas,Waymo LLC,17/728375,4/25/2022,Badii; Behrang,,1-Jan,,WAYMO LLC,,,6.0433435,
checked,,234,,,,,,,US 12005897 B1,6/11/2024,70461465,20,Speed planning for autonomous vehicles,B60W60/0013;B60W30/18145;B60W60/0027;B60W30/18159;B60W60/0015;B60W60/0011;B60W30/143,B60W2554/4042;B60W2554/4041;B60W2554/4045;B60W2720/10;B60W2555/60;B60W2554/4044,Gutmann; Jens-Steffen Ralf et al.,Waymo LLC,18/111985,2/21/2023,Merlino; David P.,,1-Jan,,Waymo LLC,,,6.32049,
checked,1,235,,,,,,,US 12007498 B2,6/11/2024,73746839,36,Signal processing for near-field radar,G01S7/0231;G01S7/354;G01S13/42;G01S13/931;G01S13/343;G01S7/2923,G01S7/4021;G01S13/90;G01S7/032,Campbell; Timothy et al.,Waymo LLC,16/952328,11/19/2020,Magloire; Vladimir,Justice; Michael W,1-Jan,,Waymo LLC,,,6.1551714,
checked,1,236,,,,,,,US 12005906 B2,6/11/2024,75382480,26,Using driver assistance to detect and address aberrant driver behavior,B60W60/0015;G01C21/30;B60W60/0051;B60Q1/525;G01C21/3658;G01C21/3641;B60Q1/46;G08G1/166;B60Q9/008;B60W50/0205;B60W50/0225;B60W50/06;B60W40/09;B60W50/14,B60W2050/0071;B60W2554/406;B60W2040/0818;B60W2050/0215;B60W2555/60;B60W2050/0029;B60W2552/53;B60W2520/105;B60W2556/65;B60W2556/10;B60W30/18163;B60W2540/30;B60W2552/05;B60W2556/50;B60W2520/10,Silver; David Harrison,Waymo LLC,17/065722,10/8/2020,Nolan; Peter D,"Redhead, Jr.; Ashley L",1-Jan,,WAYMO LLC,,,6.1476135,
checked,1,237,,,,,,,US 12005927 B2,6/11/2024,81849874,21,Enabling content playing in autonomous vehicles of a transportation service,G06Q50/34;B60W50/0098;B60W60/0013;G06Q10/02;B60W60/00253,B60W2050/0088;B60W2540/043,Hall; Matthew Corey et al.,Waymo LLC,17/467522,9/7/2021,Merlino; David P.,Osterhout; Shelley Marie,1-Jan,,WAYMO LLC,,,6.345049,
checked,,238,,,,,,,US 12005926 B2,6/11/2024,82119488,14,Traffic light viewsheds,B60W30/18154;B60W60/0011;G06V20/584;G06V10/25;B60W60/0015;B60W40/04,,Margines; David Yonchar,Waymo LLC,17/536909,11/29/2021,Tran; Khoi H,Greiner; Tristan J,1-Jan,,Waymo LLC,,,6.287856,
checked,,239,,,,,,,US 12007487 B1,6/11/2024,91382565,18,Global positioning system time verification for autonomous vehicles,G01S19/14;G01S19/45;G01S19/215;B60W60/00188;G01C21/28;B60W40/10;G01S19/256;B60W50/0205;B60W50/029;G01S19/396;G01S19/48,B60W2050/0215;B60W2050/0086;B60W2050/0292;B60W2420/905;B60W2420/408;B60W2556/50;G01S5/011;B60W2520/28,Robinson; Craig,Waymo LLC,17/546496,12/9/2021,Steckbauer; Kevin R,,1-Jan,,Waymo LLC,,,6.198945,
checked,2,240,,,,,,,US 20240191715 A1,6/13/2024,88242472,31,Air Cooling System for Electronic Spinning Assembly,B60H1/00521;F01D25/28;F04D29/582;G01S13/931;F04D29/4253;G01S13/865;F04D1/00;F04D17/161;F04D29/444;H05K7/20863;G01S7/4813;G01S13/867;F04D29/4226;F04D29/403;G01S17/931;B60H1/00271;F04D23/008;G01S7/027;F04D29/4246,G01S2013/93272;B60H2001/003;G01S7/4817;G01S2013/93271;G01S13/862;B60H1/245;G01S2013/93273,Acharya; Rutvik et al.,,18/364741,8/3/2023,,,1-Jan,,Waymo LLC,,,6.610613,
checked,,241,,,,,,,US 20240192364 A1,6/13/2024,91381664,33,Laser Protection Methods,G01S17/10;G01S17/931;G01S7/497;G01S7/484;G01S17/14;G01S17/26,,Tazzoli; Augusto,,18/063067,12/7/2022,,,1-Jan,,Waymo LLC,,,6.6430326,
checked,,242,,,,,,,US 12014524 B2,6/18/2024,70726605,18,Low-light camera occlusion detection,H04N17/002;G05D1/249;G06V20/56;G06T7/90;G06V10/25;G06T7/0002,G06T2207/10024;G06T2207/30168;G05D1/0231,Cardei; Vlad et al.,Waymo LLC,18/140225,4/27/2023,Dang; Duy M,,1-Jan,,WAYMO LLC,,,6.2422533,
checked,2,243,,,,,,,US 12013696 B2,6/18/2024,81751325,28,Reactive suspension and emergency signaling in autonomous trucking systems,G05D1/81;B60W10/20;B60W40/06;B60G17/0195;G01S13/931;B60Q7/005;B60W60/0025;B60Q1/34;G05D1/0088;B60G17/016;B60W30/143;G01C21/3461;B60W40/072;B60G17/0165;B60W30/18163;B60Q1/04;B60W60/00182;B60Q1/52;G01S15/931;G01S17/931;G01S13/865;B62D35/00;B60Q1/30;G01S13/867;B60W60/001;G01S17/86;G09F7/00;B60W40/12;G01S13/862,B60W2510/222;B60W2300/12;B60W2420/408;B60W2300/125;B60G2400/82;B60G2401/174;B60W2555/20;B60W2420/54;B60W2420/403;B60W2554/406;B60Q1/46;B60G2401/142;G01S2013/9315,Strobel; Andre,Waymo LLC,17/537304,11/29/2021,Nolan; Peter D,Obioha; Mikko Okechukwu,1-Jan,,Waymo LLC,,,6.0433435,
checked,,244,,,,,,,US 20240201391 A1,6/20/2024,88969612,27,"Differential Methods for Environment Estimation, Lidar Impairment Detection, and Filtering",G01S17/42;G01S17/931;G01S17/95;G01S7/497;G01S7/4873;G01S7/4815,,Zhang; Jingyuan Linda et al.,,18/068503,12/19/2022,,,1-Jan,,Waymo LLC,,,6.6710043,
checked,,245,,,,,,,US 20240199084 A1,6/20/2024,89224494,16,ASSESSING SURPRISE FOR AUTONOMOUS VEHICLES,G06N3/045;B60W50/0097;G06N7/01;B60W60/00274;G06N3/094;G06N3/0475,B60W2556/10;B60W2554/4045,Supeene; Isaac John et al.,,18/544896,12/19/2023,,,1-Jan,,Waymo LLC,,,6.6430326,
checked,2,246,,,,,,,US 20240205054 A1,6/20/2024,91472299,28,Low-Speed Ring with Controlled Jitter,H04L25/0272;H04L25/0292,,Kannan; Kaushik et al.,,18/068099,12/19/2022,,,1-Jan,,Waymo LLC,,,6.502041,
checked,1,247,,,,,,,US 12019443 B2,6/25/2024,54290323,21,Use of detected objects for image processing,G05D1/0231;G01S19/13;G06V20/584;G05D1/0246;G01S17/02;G06V20/58;G05D1/81;H04N5/77;B60W30/00;B60W40/06;B60W40/04;G05D1/0088;G05D1/247;G01S13/02;B60W30/10;G05D1/249,,Ferguson; David Ian et al.,Waymo LLC,17/452483,10/27/2021,Brushaber; Frederick M,,1-Jan,,Waymo LLC,,,6.1053915,
checked,1,248,,,,,,,US 12017686 B1,6/25/2024,91590325,15,Assessing surprise for autonomous vehicles,G07C5/0808;B60W60/0027,B60W2554/404;B60W2554/4029;B60W2554/4026,Dinparastdjadid; Azadeh et al.,Waymo LLC,17/399418,8/11/2021,Lee; James J,Reinert; Jonathan E,1-Jan,,Waymo LLC,,,6.2980375,
checked,1,249,,,,,,,US 12020412 B1,6/25/2024,91590364,37,Systems and methods for a tone mapper solution for an autonomous driving system,G06T5/60;G06T5/92;G06T3/4007;G06T5/94;G06T5/90,G06T2207/30252;G06T2207/20208;G06T2207/10024;G06T2207/20084;G06T2207/10016,He; Xiaoying et al.,Waymo LLC,17/644432,12/15/2021,Patel; Dhaval V,,1-Jan,,Waymo LLC,,,6.1053915,
checked,,250,,,,,,,US 20240215169 A1,6/27/2024,91583301,47,Transmitter Charging Module for Light Detection and Ranging (Lidar) Device,G01S7/4815;G01S7/4814;H05K1/115;G01S17/931;H05K1/181;G01S17/10;G01S17/894;G01S7/484,H05K2201/10674;H05K2201/10287,Tazzoli; Augusto,,18/069770,12/21/2022,,,1-Jan,,Waymo LLC,,,6.7139254,
checked,,251,,,,,,,US 20240208475 A1,6/27/2024,91584844,23,Methods and Systems for Implementing a Redundant Brake System,B60T8/1708;B60T8/92;B60T13/68;B60T8/885;B60T7/12;B60T13/662;B60T7/22;B60T8/323;B60T17/22,B60T2270/413;B60T2210/30;B60T2250/04,Buchert; Timothy Alexander et al.,,18/539643,12/14/2023,,,1-Jan,,Waymo LLC,,,6.4651403,
checked,,252,,,,,,,US 12024075 B2,7/2/2024,66170398,21,Position-variable seat back hinge stiffness for belt-integration seats,B60N2/42745;B60N2/4279;B60N2/433;B60N2/20,B60N2/4221;B60N2002/948;B60N2/42772;B60N2/688;B60R22/26,Daniel; Thomas et al.,Waymo LLC,18/185567,3/17/2023,Allred; David E,,1-Jan,,Waymo LLC,,,6.198945,
checked,,253,,,,,,,US 12025744 B2,7/2/2024,75585741,24,Multilayer optical devices and systems,G01S7/4818;G01S7/4814;G01S17/931;G02B6/12002;G01S7/4812;G01S17/89,G02B2006/12038;G02B2006/12176;G02B2006/12104;G01S17/06;G01S17/88,Dunphy; James et al.,Waymo LLC,17/490428,9/30/2021,Rahman; Md M,,1-Jan,,Waymo LLC,,,6.373069,
checked,1,254,,,,,,,US 12025702 B2,7/2/2024,76091997,43,Retroreflector detection and avoidance in a LIDAR device,G01S7/484;G01S17/10;G01S7/4815;G01S17/931;G01S7/4817;G01S17/89;G01S17/87,G01S7/4868;G01S7/003,Droz; Pierre-Yves et al.,Waymo LLC,17/028847,9/22/2020,Ratcliffe; Luke D,,1-Jan,,Waymo LLC,,,6.345049,
checked,1,255,,,,,,,US 12024206 B2,7/2/2024,77747478,21,Testing situational awareness of drivers tasked with monitoring a vehicle operating in an autonomous driving mode,B60W40/09;G09B7/02;B60W30/18154;B60W60/0053;B60W40/08,B60W2540/21;B60W2040/0818;B60W2556/50;B60W2540/229;B60W2554/4046,Hutchings; Keith et al.,Waymo LLC,16/928630,7/14/2020,Nolan; Peter D,Ning; Peter Y,1-Jan,,Waymo LLC,,,6.2346582,
checked,,256,,,,,,,US 12028669 B1,7/2/2024,86059852,17,External microphone heater,H05B3/12;H04R3/005;H05B3/34;H04R1/406;H05B3/36;H04R1/086;H04R1/04,H04R2499/13;H04R2410/07;H05B2214/02;H04R2201/003,Wu; Cheng-Han,Waymo LLC,18/186619,3/20/2023,Jerez Lora; William A,,1-Jan,,Waymo LLC,,,6.1476135,
checked,,257,,,,,,,US D1033444 S,7/2/2024,,6,Display screen or portion thereof with animated graphical user interface,,,Crandall; Peter et al.,Waymo LLC,D/816745,11/24/2021,Domino; Daniel J,,D14/485,,Waymo LLC,,,6.1409836,
checked,,258,,,,,,,US D1033246 S,7/2/2024,,7,Roof pod housing,,,Ahn; YooJung et al.,Waymo LLC,D/863215,12/16/2022,Davis; Antoine Duval,,D10/70,D12/190,Waymo LLC,,,6.445203,
checked,2,259,,,,,,,US 20240219560 A1,7/4/2024,80628481,28,Methods and Systems for Filtering Vehicle Self-reflections in Radar,G01S13/931;G01S7/411;G01S7/4052;G01S13/89;G01S13/42;G01S13/10;G01S7/417;G01S7/292;G01S13/582;G01S7/415,,ARMSTRONG-CREWS; Nicholas,,18/456097,8/25/2023,,,1-Jan,,Waymo LLC,,,6.791054,
checked,,260,,,,,,,US 20240219538 A1,7/4/2024,89308137,46,Using Cleaning Protocols to Monitor Defects Associated with Light Detection and Ranging (Lidar) Devices,B08B1/165;G01S17/894;G01S7/4815;G01S17/931;G01S17/10;G01S17/86;B08B7/04;B08B5/02;G01S7/497;G01S17/58;B08B3/02;G01S13/865;G01S7/4817;G01S17/42;G02B27/0006;G01S13/867;G01S7/4863;B60S1/56;G01S7/003;G01S7/4816;G01S7/4813;B08B13/00,G01S2007/4975;B60S1/485;G01S2007/4977,Peeters; Lucas et al.,,18/148619,12/30/2022,,,1-Jan,,Waymo LLC,,,6.617518,
checked,,261,,,,,,,US 12032097 B2,7/9/2024,69228584,23,Hybrid time-of-flight and imager module,G01S7/4804;G01S17/931;G01S7/4865;G01S7/4816;G01S17/894;G01S17/86,,Onal; Caner et al.,Waymo LLC,18/171883,2/21/2023,Murphy; Daniel L,,1-Jan,,Waymo LLC,,,6.1476135,
checked,,262,,,,,,,US 12030523 B2,7/9/2024,85153580,17,Agent trajectory planning using neural networks,G06V20/584;G06N20/00;G06N3/0455;G06N3/09;G06N3/094;G06V10/82;G06N7/01;G06N3/0442;G06N3/045;G06V20/56;B60W60/00274;G06N3/0464;B60W60/0011,B60W2554/20;B60W2554/402;B60W2552/00;B60W2554/404,Weiss; David Joseph et al.,Waymo LLC,17/396554,8/6/2021,Lee; James J,Reinert; Jonathan E,1-Jan,,Waymo LLC,,,6.198945,
checked,,263,,,,,,,US 12032101 B1,7/9/2024,87882387,25,Calibration system for light detection and ranging (lidar) devices,G01S7/4913;G01S7/4802;G01S17/42;G01S7/497;G01S17/08,G01S17/931,Shepard; Ralph H. et al.,Waymo LLC,18/308430,4/27/2023,Zhao; Daquan,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,264,,,,,,,US 12030509 B1,7/9/2024,91760714,19,Realism in log-based simulations,B60W30/18163;B60W30/09;B60W30/0956;G06F30/20;G06F30/15;B60W60/0015;B60W50/06;B60W60/0053,B60W2552/53;B60W2552/10;B60W2520/10;B60W2554/4026,Nygaard; Carl et al.,Waymo LLC,17/104016,11/25/2020,Nolan; Peter D,Mohamed; Anwar,1-Jan,,Waymo LLC,,,6.3384104,
checked,,265,,,,,,,US 12036916 B1,7/16/2024,57235009,20,Unique signaling for vehicles to preserve user privacy,G06Q10/02;G01C21/3415;G05D1/0022;B60Q1/5035;B60Q1/507;G05D1/0088;G05D1/0223;G08G1/202;B60W60/00253;G01C21/3438;B60Q1/50,B60Q1/503;B60W50/14,Kemler; Brian et al.,Waymo LLC,18/079924,12/13/2022,Zanelli; Michael J,,1-Jan,,Waymo LLC,,,6.0433435,
checked,,266,,,,,,,US 12037508 B2,7/16/2024,67685012,8,Method for making optically transparent superhydrophobic thin film,C03C17/3405;B05D7/50;C03C17/25;B05D5/083;C09D127/18;C09D7/20;B05D1/005;B05D7/24;C08K9/06;C09D5/1681;C08L27/12;C09D5/1693;C09D127/12;C09D7/62;C03C17/007;B05D3/142;C08K9/06;C08L27/12;C09D127/12;C08K3/36;C09D127/12;C08K3/36;C08K5/5415,C03C2217/445;C08K2201/005;B05D2203/35;C08K9/04;C08K2201/011;B05D2350/30;C03C2217/76;C08K9/08;B05D2401/10;C03C2217/478;B05D2506/10;C03C2217/42;C08L2312/08;B05D2201/00;C08K3/36;B05D2350/60;B05D2601/22;C08K7/22,Simpson; John T.,Waymo LLC,17/874848,7/27/2022,Bernshteyn; Michael M.,,1-Jan,,Waymo LLC,,,6.2273,
checked,,267,,,,,,,US 12038539 B2,7/16/2024,69945430,22,Terrain adaptive pulse power in a scanning Lidar,G01S17/931;G01S7/4816;G01S7/497;G01S17/10;G01S17/42;G01S7/4868;G01S7/484;G01S7/4814;G01S7/4817,G01S7/4815,Shand; Mark Alexander,Waymo LLC,18/051581,11/1/2022,Baghdasaryan; Hovhannes,,1-Jan,,Waymo LLC,,,6.286212,
checked,,268,,,,,,,US 12038540 B2,7/16/2024,74499263,21,Window occlusion imager near focal plane,G01S17/931;G01S7/497;G01S17/89;G01S17/42,G01S2007/4975,Shepard; Ralph et al.,Waymo LLC,18/313741,5/8/2023,Stafira; Michael P,,1-Jan,,Waymo LLC,,,6.2422533,
checked,1,269,,,,,,,US 12037017 B2,7/16/2024,81186931,22,Collision evaluation using a hierarchy of grids,B60W60/00276;B60W60/0016;G08G1/16;B60W60/00272;G08G1/166,B60W2554/80,Li; Dong et al.,Waymo LLC,17/071008,10/15/2020,Lee; James J,Nguyen; Steven Vu,1-Jan,,WAYMO LLC,,,6.1409836,
